,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Fatal (Y/N),Time,Species 
3074,25-Jan-1980,1980,Unprovoked,KENYA,Lamu Archipelago,South of Lamu Island,FISHING,M,29,N,Unknown,Unknown
3075,15-Jan-1980,1980,Provoked,SOUTH AFRICA,KwaZulu-Natal,Ansteys,FISHING,M,29,N,05h00,ZAMBESI SHARK
3076,13-Jan-1980,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,SWIMMING/DIVING,M,Unknown,N,Unknown,HAMMERHEAD SHARK
3077,10-Jan-1980,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kings Beach,SWIMMING/DIVING,M,25,N,18h30,RAGGEDTOOTH SHARK
3078,05-Jan-1980,1980,Unprovoked,CHILE,Los Vilos,"Punta Negra, Pichidangui",SWIMMING/DIVING,M,Unknown,Y,11h00,WHITE SHARK
3079,Summer 1980,1980,Provoked,NORTH ATLANTIC OCEAN,Unknown,Onboard swordfish trawler,GAFFING NETTED SHARK,M,34,N,Unknown,Unknown
3080,1980s ,1980,Uncertain,GREECE,Island of Kos,Unknown,SURFING/WATERSPORTS,M,Unknown,Unknown,Unknown,WHITE SHARKBUT SHARK
3081,1980,1980,Uncertain,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,FISHING,M,20,Unknown,Early afternoon,Unknown
3082,1980s ,1980,Unprovoked,TONGA,Ha'api,Ha'ano Island,FISHING,M,20s,N,AM,Unknown
3083,21-Dec-1979,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,SWIMMING/DIVING,M,18,N,16h20,Unknown
3084,05-Dec-1979,1979,Uncertain,PORTUGAL,Madeira Islands,"Sao Jorge, Madeira Island",FISHING,M,19,Y,Unknown,WHITE SHARK
3085, 01-Dec-1979,1979,Unprovoked,SOUTH CHINA SEA,Unknown,Unknown,SWIMMING/DIVING,M,32,N,Unknown,Unknown
3086,27-Nov-1979,1979,Unprovoked,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",SURFING/WATERSPORTS,M,20,N,10h20,WHITE SHARK
3087,12-Nov-1979,1979,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,FISHING,Unknown,Unknown,N,Unknown,WHITE SHARK
3088,22-Oct-1979,1979,Provoked,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,FISHING,M,Unknown,N,Unknown,RAGGEDTOOTH SHARK
3089,14-Sep-1979,1979,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,SWIMMING/DIVING,M,18,N,Unknown,SMALL SHARK
3090,28-Aug-1979,1979,Unprovoked,HONG KONG,Unknown,Mirs Bay,SWIMMING/DIVING,M,21,Y,Unknown,Unknown
3091,26-Aug-1979,1979,Unprovoked,HONG KONG,Ho Ha Wan Marine Park,Unknown,UNKNOWN,M,16,Y,Unknown,Unknown
3092,05-Aug-1979,1979,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",KAYAKING,M,49,N,Unknown,Unknown
3093,03-Aug-1979,1979,Unprovoked,THAILAND,Southern Thailand,Unknown,MURDERED BY THAI PIRATES,M,Unknown,Y,Unknown,Unknown
3094,19-Jun-1979,1979,Uncertain,USA,Florida,10 miles off Cape Canaveral,FLOATING WITH LIFE PRESERVER AFTER HIS BOAT FOUNDERED,M,56,N,Morning,Unknown
3095,27-May-1979,1979,Uncertain,USA,Florida,"Fort Walton Beach, Okaloosa County",SWIMMING/DIVING,M,36,Unknown,Unknown,Unknown
3096,05 May 1979,1979,Provoked,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",FISHING,M,25,N,14h00,WHITE SHARK
3097,03-May-1979,1979,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mbibi,SWIMMING/DIVING,M,Unknown,Y,>12h00,Unknown
3098,May 1979,1979,Unprovoked,NEW CALEDONIA,North Province,Ile Yandé (between Poum and Bélep),FISHING,Unknown,Unknown,N,Unknown,Unknown
3099,May 1979,1979,Unprovoked,NEW CALEDONIA,North Province,Balade,UNKNOWN,M,Unknown,Y,Unknown,Unknown
3100,08-Apr-1979,1979,Unprovoked,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",SWIMMING/DIVING,M,24,N,13h20,Unknown
3101,08-Apr-1979,1979,Unprovoked,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",SURFING/WATERSPORTS,M,8,N,10h30,Unknown
3102,24-Mar-1979,1979,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",SURFING/WATERSPORTS,M,27,N,11h30,SPINNER SHARK
3103,11-Mar-1979,1979,Unprovoked,USA,California,"Ano Nuevo Island, San Mateo, County",SWIMMING/DIVING,M,Unknown,N,10h00,WHITE SHARK
3104,01-Mar-1979,1979,Uncertain,SOUTH AFRICA,Western Cape Province,Seal Island,UNKNOWN,Unknown,Unknown,N,Unknown,Unknown
3105,Mar-1979,1979,Unprovoked,NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'le Ouen",FISHING,M,Unknown,Y,Unknown,Unknown
3106,21-Feb-1979,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,SURFING/WATERSPORTS,M,19,N,13h15,Unknown
3107,1979,1979,Unprovoked,USA,Hawaii,"South Kohala, Hawai'i",FISHING,M,Unknown,Y,Unknown,Unknown
3108,29-Dec-1978,1978,Unprovoked,AUSTRALIA,Queensland,Bribie Island,UNKNOWN,M, ,N,Unknown,Unknown
3109,12-Dec-1978,1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,FISHING,M,23,Y,16h45,WHITE SHARK
3110,26-Nov-1978,1978,Unprovoked,USA,Hawaii,"Ewa, O'ahu",SURFING/WATERSPORTS,M,Unknown,N,Unknown,Unknown
3111,23-Nov-1978,1978,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",SURFING/WATERSPORTS,M,17,N,Unknown,Unknown
3112,21-Oct-1978,1978,Uncertain,SOUTH AFRICA,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",FISHING,M,Unknown,Unknown,Dusk,Unknown
3113,27-Sep-1978,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",FISHING,M,27,N,16h00,WHITE SHARK
3114,16-Sep-1978,1978,Unprovoked,ITALY,Tyrrhenian Sea,Capo d'Anzio,SWIMMING/DIVING,M,Unknown,N,11h00,WHITE SHARK
3115,Reported 02-Sep-1978,1978,Unprovoked,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",SWIMMING/DIVING,M,34,N,Unknown,Unknown
3116,05-Aug-1978,1978,Unprovoked,USA,California,"Pajaro Dunes, Santa Cruz County",SWIMMING/DIVING,M,Unknown,N,12h45,Unknown
3117,Reported 01-Aug-1978,1978,Unprovoked,USA,Florida,Florida Straits,FLOATING ON INNER TUBE RAFT,M,27,N,Unknown,Unknown
3118,27-Jul-1978,1978,Uncertain,USA,South Carolina,Unknown,"EXPLOSION DESTROYED 28' BOAT, SURVIVORS IN THE WATER ",M,39,N,Unknown,Unknown
3119,19-Jul-1978,1978,Provoked,USA,California,"Newport Beach, Orange County",FISHING,M,27,N,Unknown,Unknown
3120,21-Jun-1978,1978,Unprovoked,USA,Florida,"South of Neptune Beach, Duval County",SURFING/WATERSPORTS,M,20,N,Unknown,Unknown
3121,21-Jun-1978,1978,Unprovoked,USA,Florida,"Neptune Beach, Duval County",SURFING/WATERSPORTS,M,17,N,Unknown,Unknown
3122,07-Jun-1978,1978,Uncertain,ITALY,Golfo de Venezia,Acqua alta research platform,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown
3123,02-Apr-1978,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,SWIMMING/DIVING,M,25,N,Unknown,Unknown
3124,02-Apr-1978,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,SWIMMING/DIVING,M,23,N,Unknown,Unknown
3125,Apr-1978`,1978,Unprovoked,AUSTRALIA,Tasmania,Beechford,SWIMMING/DIVING,M,Unknown,N,Unknown,SEVENGILL SHARK
3126,05-Mar-1978,1978,Uncertain,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London",UNKNOWN,Unknown,Unknown,N,Unknown,Unknown
3127,28-Feb-1978,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",FISHING,Unknown,Unknown,N,03h00,KG SHARK
3128,19-Feb-1978,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",SWIMMING/DIVING,M,Unknown,N,Unknown,WHITE SHARK
3129,07-Jan-1978,1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Glenashley,SURFING/WATERSPORTS,M,17,N,12h45,BLACKTIP SHARK
3130,06-Jan-1978,1978,Uncertain,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,UNKNOWN,M,Unknown,Unknown,Unknown,Unknown
3131,1978,1978,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",SURFING/WATERSPORTS,F,Unknown,N,Unknown,Unknown
3132,1978,1978,Unprovoked,VANUATU,Malampa Province,"Ranon, Ambryn",SWIMMING/DIVING,F,Unknown,Y,Unknown,Unknown
3133,31-Dec-1977,1977,Uncertain,USA,Hawaii,2 miles off Keahole Airport,SWIMMING/DIVING,M,49,N,Night,Unknown
3134,19-Dec-1977,1977,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",SURFING/WATERSPORTS,M,27,N,Unknown,Unknown
3135,19-Dec-1977,1977,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Qolera River,SURFING/WATERSPORTS,M,18,N,10h00,TIGER SHARK
3136,Dec-1977,1977,Uncertain,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",FISHING,Unknown,Unknown,N,Unknown,WHITE SHARK
3137,12-Nov-1977,1977,Provoked,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,STANDING,M,Unknown,N,Unknown,Unknown
3138,30-Oct-1977,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",FISHING,M,25,N,16h00,WHITE SHARK
3139,31-Aug-1977,1977,Unprovoked,AUSTRALIA,South Australia,"Cactus Beach, near Ceduna",SURFING/WATERSPORTS,M,17,N,16h00,WHITE SHARK
3140,23-Aug-1977,1977,Unprovoked,AUSTRALIA,Queensland,"Buddina Beach, south of Noosa",FLOATING ON AN INFLATABLE RAFT,M,25,Y,Unknown,Unknown
3141,19-Aug-1977,1977,Uncertain,SOUTH AFRICA,Western Cape Province,Off Macassar Beach,FISHING,M,Unknown,N,13h30,WHITE SHARK
3142,14-Aug-1977,1977,Unprovoked,USA,California,"McClure Beach, near Tomales Point, Marin County",SURFING/WATERSPORTS,M,20,N,11h45,WHITE SHARK
3143,05-Aug-1977,1977,Uncertain,USA,Florida,"St. Petersburg, Pinellas County",SWIMMING/DIVING,M,17,Unknown,Unknown,Unknown
3144,02-Jul-1977,1977,Uncertain,USA,California,"Off San Diego, San Diego County",FISHING,M,21,N,Night,Unknown
3145,26-Jun-1977,1977,Provoked,USA,Florida,"12 miles northeast of Mayport,  Duval County",SWIMMING/DIVING,M,27,N,Late afternoon,BULL SHARK
3146,06-Jun-1977,1977,Unprovoked,USA,Texas,Padre Island,FISHING,M,25,N,Unknown,BULL SHARK
3147,26-May-1977,1977,Uncertain,SOUTH AFRICA,Western Cape Province,13 km off Knysna ,FISHING,M,Unknown,N,Unknown,MAKO SHARK
3148,16-May-1977,1977,Uncertain,AUSTRALIA,Queensland,Southport,UNKNOWN,M,Unknown,Unknown,Unknown,Unknown
3149,26-Apr-1977,1977,Unprovoked,AUSTRALIA,Queensland,Tallebudgera,UNKNOWN,M,Unknown,N,Unknown,Unknown
3150,21-Apr-1977,1977,Unprovoked,USA,Hawaii,"Ka'anapali, Maui",SWIMMING/DIVING,M,Unknown,N,Unknown,Unknown
3151,17-Mar-1977,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai",SWIMMING/DIVING,M,31,N,17h00,Unknown
3152,13-Mar-1977,1977,Uncertain,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"THEIR 9 M LAUNCH WAS RUN DOWN BY A 25,000-TON JAPANESE FREIGHTER  ON THE NIGHT OF 3-11-1977 & THEY DRIFTED, CLINGING TO AN ICEBOX FOR 2 DAYS",M,32,N,Unknown,Unknown
3153,13-Mar-1977,1977,Uncertain,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"THEIR 9 M LAUNCH WAS RUN DOWN BY A 25,000-TON JAPANESE FREIGHTER  ON THE NIGHT OF 3-11-1977 & THEY DRIFTED, CLINGING TO AN ICEBOX FOR 2 DAYS",M,74 ,Y,Unknown,Unknown
3154,13-Mar-1977,1977,Uncertain,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"THEIR 9 M LAUNCH WAS RUN DOWN BY A 25,000-TON JAPANESE FREIGHTER  ON THE NIGHT OF 3-11-1977 & THEY DRIFTED, CLINGING TO AN ICEBOX FOR 2 DAYS",M,45 ,Y,Unknown,Unknown
3155,26-Feb-1977,1977,Unprovoked,AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads",SURFING/WATERSPORTS,M,24,N,Unknown,Unknown
3156,04-Feb-1977,1977,Uncertain,AUSTRALIA,Victoria,Sorrento Back Beach,UNKNOWN,M,Unknown,Unknown,Unknown,Unknown
3157,Feb-1977,1977,Unprovoked,NEW CALEDONIA,Unknown,I'le Ouen,UNKNOWN,Unknown,Unknown,N,Unknown,Unknown
3158,Jan-1977,1977,Unprovoked,MEXICO,Guerrero,La Playa Hornos (near Acapulco),SWIMMING/DIVING,M,Unknown,Y,14h30,Unknown
3159,29-Dec-1976,1976,Unprovoked,AUSTRALIA,Queensland,Caloundra,UNKNOWN,M,Unknown,N,Unknown,Unknown
3160,18-Dec-1976,1976,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",SWIMMING/DIVING,M,29,N,09h00,WHITE SHARK
3161,27-Nov-1976,1976,Unprovoked,SOUTH AFRICA,Western Cape Province,Clifton,"THRASHING THE WATER / IMITATING THE SHARK VICTIM FROM ""JAWS""",M,19,N,16h05,WHITE SHARK
3162,26-Nov-1976,1976,Uncertain,AUSTRALIA,Queensland,Southport Bar,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown
3163,25-Nov-1976,1976,Unprovoked,USA,Florida,"Delray Beach, Palm Beach County",SURFING/WATERSPORTS,M,19,N,10h55,LEMON SHARKBULL SHARK
3164,23-Nov-1976,1976,Uncertain,SOUTH AFRICA,KwaZulu-Natal,Warner Beach,SWIMMING/DIVING,M,17,Unknown,Unknown,Unknown
3165,Nov-1976,1976,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,FISHING,Unknown,Unknown,N,Unknown,WHITE SHARK
3166,27-Oct-1976,1976,Uncertain,SOUTH AFRICA,Western Cape Province,Gordons Bay,BOAT,Unknown,Unknown,N,Unknown,WHITE SHARK
3167,18-Oct-1976,1976,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",SURFING/WATERSPORTS,M,25,N,14h30,WHITE SHARK
3168,06-Oct-1976,1976,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,SURFING/WATERSPORTS,M,20,N,11h00,WHITE SHARK
3169,22-Sep-1976,1976,Uncertain,NEW CALEDONIA,Unknown,Sarcelle,SHIPWRECK,Unknown,Unknown,N,Unknown,Unknown
3170,19-Sep-1976,1976,Unprovoked,AUSTRALIA,South Australia,"Point Lowly, north of Whyalla",SWIMMING/DIVING,M,27,N,Unknown,Unknown
3171,17-Sep-1976,1976,Uncertain,HONG KONG,South China Sea 200 miles from Hong Kong,Unknown,"3,909-TON PANAMANIAN FREIGHTER CHIEH LEE SANK IN A TYPHOON",M,Unknown,Y,Unknown,Unknown
3172,12-Sep-1976,1976,Unprovoked,USA,Florida,"Jacksonville, Duval County",SWIMMING/DIVING,M,16,Y,Unknown,Unknown
3173,12-Sep-1976,1976,Unprovoked,USA,Florida,"Jacksonville, Duval County",SWIMMING/DIVING,M,Unknown,Y,Unknown,Unknown
3174,06-Sep-1976,1976,Unprovoked,USA,Florida,"Sebastian, Indian River County",SURFING/WATERSPORTS,M,15,N,14h00,TIGER SHARK
3175,26-Aug-1976,1976,Unprovoked,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",SURFING/WATERSPORTS,M,23,N,Unknown,Unknown
3176,24-Aug-1976,1976,Unprovoked,USA,Oregon,Winchester Bay,SURFING/WATERSPORTS,M,19,N,14h00,WHITE SHARK
3177,24-Jul-1976,1976,Unprovoked,USA,Florida,St. Lucie County,FISHING,M,24,N,10h30,Unknown
3178,21-Jul-1976,1976,Unprovoked,USA,Louisiana,Scofield - Sandy Point,PLAYING,M,10,N,Unknown,Unknown
3179,16-Jul-1976,1976,Unprovoked,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i",SWIMMING/DIVING,M,18,Y,Unknown,Unknown
3180,12-Jul-1976,1976,Unprovoked,USA,Florida,St. Lucie County,FISHING,M,23,N,Unknown,Unknown
3181,23-Jun-1976,1976,Unprovoked,USA,Florida,"St. Andrews State Park, Bay County",SWIMMING/DIVING,M,17,N,Night,Unknown
3182,10-Jun-1976,1976,Unprovoked,USA,Hawaii,"Kama'ole Beach, Park No. 1, Kihei, Maui",SWIMMING/DIVING,M,Unknown,N,Unknown,Unknown
3183,Reported 02-Jun-1976,1976,Provoked,ITALY,Reggio Calabria Province,Bovalino,FISHING,M,46,N,Unknown,BLUE SHARK
3184,01-Jun-1976,1976,Uncertain,AUSTRALIA,Queensland,Off Stradbroke Island,SITTING IN BOW OF HER FATHER'S 5 M BOAT,F,Unknown,N,Unknown,Unknown
3185,02-May-1976,1976,Uncertain,SOUTH AFRICA,Western Cape Province,40 km off Cape Point,FISHING,Unknown,Unknown,N,Unknown,MAKO SHARK
3186,28-Apr-1976,1976,Uncertain,USA,Texas,Galveston Island,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown
3187,12-Mar-1976,1976,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",STANDING,M,21 or 26,N,14h30,Unknown
3188,12-Mar-1976,1976,Uncertain,SOUTH AFRICA,Western Cape Province,Robberg Point,FISHING,Unknown,Unknown,N,Unknown,WHALE SHARK
3189,09-Mar-1976,1976,Uncertain,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",UNKNOWN,Unknown,Unknown,N,Unknown,WHITE SHARK
3190,02-Mar-1976,1976,Uncertain,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",UNKNOWN,Unknown,Unknown,N,Unknown,WHITE SHARK
3191,03-Feb-1976,1976,Uncertain,SOUTH AFRICA,Western Cape Province,False Bay,SHARK WATCHING,Unknown,Unknown,N,Unknown,WHITE SHARK
3192,13-Jan-1976,1976,Provoked,SOUTH AFRICA,Western Cape Province,Hartenbos,FISHING,Unknown,Unknown,N,Unknown,Unknown
3193,12-Jan-1976,1976,Unprovoked,AUSTRALIA,Queensland,Harvey Bay,UNKNOWN,F,Unknown,N,Unknown,Unknown
3194,11-Jan-1976,1976,Provoked,SOUTH AFRICA,Western Cape Province,Kalk Bay,FISHING,Unknown,Unknown,N,07h30,WHITE SHARK
3195,08-Jan-1976,1976,Unprovoked,USA,Florida,"Off Fort Pierce, St Lucie County",SWIMMING/DIVING,M,25,N,Unknown,Unknown
3196,02-Jan-1976,1976,Unprovoked,NEW ZEALAND,North Island,"Te Kaha, East coast",FISHING,M,Unknown,Y,13h00,WHALER SHARK
3197,1976,1976,Unprovoked,USA,Hawaii,"Off Lahaina, Maui",SWIMMING/DIVING,M,Unknown,Y,Unknown,Unknown
3198,29-Dec-1975,1975,Uncertain,AUSTRALIA,South Australia,Glenelg,ATTEMPTING TO DRIVE SHARK AWAY FROM THE BEACH,Unknown,Unknown,N,Unknown,Unknown
3199,06-Dec-1975,1975,Unprovoked,USA,California,Farallon Islands,SWIMMING/DIVING,M,27,N,12h00,WHITE SHARK
3200,02-Dec-1975,1975,Provoked,AUSTRALIA,New South Wales,"Porpoise Pool, Tweed Heads",FILMING & FEEDING CAPTIVE SHARKS,M,35,N,Unknown,NURSE SHARK
3201,19-Nov-1975,1975,Unprovoked,AUSTRALIA,New South Wales,"Queenscliff, Sydney",STANDING,M,20,N,Unknown,Unknown
3202,19-Nov-1975,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",STANDING,M,33,N,10h00,DUSKY SHARK
3203,07-Nov-1975,1975,Unprovoked,AUSTRALIA,Queensland,Lookout Point,UNKNOWN,M,Unknown,N,Unknown,Unknown
3204,02-Nov-1975,1975,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",SURFING/WATERSPORTS,M,18,N,Unknown,Unknown
3205,21-Oct-1975,1975,Uncertain,USA,New Jersey,"Sandy Hook, Monmouth County",SURFING/WATERSPORTS,M,Unknown,Unknown,11h30,Unknown
3206,12-Oct-1975,1975,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina",SURFING/WATERSPORTS,M,20,N,Unknown,Unknown
3207,04-Oct-1975,1975,Uncertain,USA,California,"Seal Beach, Orange County",SURFING/WATERSPORTS,Unknown,Unknown,Unknown,Unknown,Unknown
3208,Sep-1975,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,PADDLESKIING,M,21,N,Unknown,Unknown
3209,17-Aug-1975,1975,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,SURFING/WATERSPORTS,M,19,N,13h30,WHITE SHARK
3210,12-Aug-1975,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",FLOATING ON A SMALL ORANGE RAFT ,M,20,N,12h00,Unknown
3211,09-Aug-1975,1975,Unprovoked,USA,California,"Usal Creek, Bear Harbor, Mendocino County",SWIMMING/DIVING,M,44,N,13h30,WHITE SHARK
3212,04-Aug-1975,1975,Unprovoked,HONG KONG,Mirs Bay ,Unknown,SWIMMING/DIVING,M,24,N,Unknown,Unknown
3213,30-Jul-1975,1975,Uncertain,USA,Oregon,Unknown,SEA DISASTER,F,62,Y,Unknown,Unknown
3214,30-Jul-1975,1975,Unprovoked,AUSTRALIA,Tasmania,"Fluted Cape, Bruny Island",SWIMMING/DIVING,M,37,Y,Afternoon,WHITE SHARK
3215,26-Jul-1975.b,1975,Unprovoked,USA,Florida,"Off Hutchinson Island, St Lucie County",SWIMMING/DIVING,M,24,N,Unknown,Unknown
3216,26-Jul-1975,1975,Unprovoked,AUSTRALIA,Queensland,Maroochydore,SURFING/WATERSPORTS,M,21,N,Unknown,Unknown
3217,23-Jul-1975,1975,Unprovoked,USA,California,"Perch Rock, Point Conception, Santa Barbara County",SURFING/WATERSPORTS,M,23,N,14h30,WHITE SHARK
3218,19-Jul-1975,1975,Unprovoked,USA,California,"Point Conception, Santa Barbara County",SWIMMING/DIVING,M,34,N,13h30,WHITE SHARK
3219,15-Jul-1975,1975,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING/DIVING,F,14,N,Mid-morning,Unknown
3220,5-Jul-1975,1975,Provoked,AUSTRALIA,Western Australia,"15 km north of Lancelin, north of Perth",FISHING,M,29,N,Unknown,WHALER SHARK
3221,04-Jul-1975,1975,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",SURFING/WATERSPORTS,M,16,N,Unknown,Unknown
3222,23-Jun-1975,1975,Unprovoked,USA,South Carolina,"Windy Hill, near Myrtle Beach, Horry County",SWIMMING/DIVING,M,18,N,16h30,Unknown
3223,23-Jun-1975,1975,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",STANDING,F,15,N,14h30,Unknown
3224,15-Jun-1975,1975,Unprovoked,USA,Alabama,5 miles off the coast,SWIMMING/DIVING,M,27,N,Unknown,Unknown
3225,Reported 02-Jun-1975,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",SURFING/WATERSPORTS,M,20,N,Unknown,Unknown
3226,Jun-1975,1975,Provoked,USA,Florida," New Smyrna Beach, Volusia County",UNKNOWN,M,Unknown,N,Unknown,Unknown
3227,25-May-1975,1975,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,17,N,10h00,Unknown
3228,20-May 1975,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",SWIMMING/DIVING,F,10,N,Unknown,Unknown
3229,25-Apr-1975,1975,Uncertain,ITALY,Genoa Province,Cervara,SWIMMING/DIVING,M,37,Unknown,Unknown,Unknown
3230,18-Apr-1975,1975,Uncertain,SOUTH AFRICA,KwaZulu-Natal,Durban,UNKNOWN,M,Unknown,Unknown,Unknown,Unknown
3231,05-Apr-1975,1975,Unprovoked,SOUTH AFRICA,Western Cape Province,Millers Point,FISHING,M,Unknown,N,Afternoon,WHITE SHARK
3232,29-Mar-1975,1975,Uncertain,SOUTH AFRICA,KwaZulu-Natal,Tongaat,SWIMMING/DIVING,M,Unknown,Unknown,Unknown,Unknown
3233,18-Mar-1975,1975,Unprovoked,AUSTRALIA,Queensland,Mornington Island,UNKNOWN,F,Unknown,N,Unknown,Unknown
3234,16-Mar-1975,1975,Unprovoked,USA,Florida,"Clearwater Beach, Pinellas County",FLOATING IN INNER TUBE,M,14,N,Unknown,Unknown
3235,13-Mar-1975,1975,Provoked,AUSTRALIA,Queensland,Southport Aquarium,SWIMMING/DIVING,Unknown,18,N,Unknown,WHALER SHARK
3236,09-Mar-1975,1975,Provoked,SOUTH AFRICA,Western Cape Province,"Boggomsbaai, Mossel Bay",ATTEMPTING TO DRAG HOOKED SHARK ASHORE BY ITS TAIL,M,Unknown,N,Unknown,Unknown
3237,Mar-1975,1975,Uncertain,BANGLADESH,Ganges-Brahmaputra delta,Unknown,FERRY CAPSIZED,Unknown,Unknown,Y,Unknown,Unknown
3238,23-Feb-1975,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",SURFING/WATERSPORTS,M,16,N,10h55,Unknown
3239,Reported 14-Feb-1975,1975,Uncertain,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,UNKNOWN,Unknown,Unknown,N,Unknown,MAKO SHARK
3240,10-Feb-1975,1975,Unprovoked,AUSTRALIA,South Australia,(Point Sinclair) Penong,SWIMMING/DIVING,M,12,Y,18h00,WHITE SHARK
3241,09-Feb-1975,1975,Unprovoked,AUSTRALIA,Victoria,Anglesea,FISHING,M,45,N,Unknown,CARPET SHARK
3242,07-Feb-1975,1975,Unprovoked,AUSTRALIA,Queensland,Currumbin Rock,UNKNOWN,M,Unknown,N,Unknown,Unknown
3243,01-Feb-1975,1975,Provoked,SOUTH AFRICA,Western Cape Province,"Beespens, False Bay",FISHING,M,12,N,Unknown,COPPER SHARK
3244,19-Jan-1975,1975,Unprovoked,AUSTRALIA,South Australia,Coffin Bay,SURFING/WATERSPORTS,M,17,Y,Unknown,Unknown
3245,1975,1975,Unprovoked,BERMUDA,Unknown,Unknown,FISHING,M,25,N,Unknown,BLUE SHARK
3246,1975,1975,Unprovoked,REUNION,Unknown,Unknown,UNKNOWN,M,Unknown,Y,Unknown,Unknown
3247,12-Dec-1974,1974,Unprovoked,AUSTRALIA,Western Australia,Geographe Bay,UNKNOWN,Unknown,32,N,Unknown,Unknown
3248,01-Nov-1974,1974,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",STANDING,M,24,N,Afternoon,Unknown
3249,28-Sep-1974,1974,Unprovoked,USA,California,"North of Point Sur, Monterey County",SURFING/WATERSPORTS,M,17,N,07h30,WHITE SHARK
